mach,alpha,beta,lift,drag,pitch,side,yaw,roll
5.4,16,0,0.33075,0.14157,0.00681,-0.00005,-0.00003,0.00003
5.4,17,0,0.3588,0.15743,0.00705,-0.00002,-0.00004,0.00002
5.4,18,0,0.3884,0.17484,0.00717,0.00001,-0.00006,0.00002
5.4,19,0,0.41861,0.19361,0.00713,-0.00006,-0.00004,0.00003
5.4,20,0,0.44969,0.21392,0.00692,-0.00002,0.00003,0.00002
5.4,21,0,0.48137,0.23588,0.00687,0,0,0.00004
5.4,22,0,0.51362,0.25928,0.00658,0.00013,0.00004,0.00004
5.4,23,0,0.54604,0.28408,0.00606,-0.00008,-0.00004,0.00002
5.4,24,0,0.57954,0.31077,0.00511,0.00014,0.00004,0.00005
5.4,25,0,0.61347,0.33949,0.00455,0.00011,0.00002,0.00005
5.4,26,0,0.64674,0.36922,0.00397,-0.00017,-0.00009,0.00004
5.4,27,0,0.68011,0.40077,0.00327,0.00014,0.00005,0.00007
5.4,28,0,0.71524,0.43488,0.00246,-0.00008,-0.00001,0.00009
5.4,29,0,0.74852,0.46983,0.001,-0.00026,-0.00006,0.00007
5.4,30,0,0.78301,0.50736,-0.00012,-0.00047,-0.00014,0.00006
5.6,-5,0,-0.10736,0.05179,-0.00327,-0.00267,0.00051,0.00054
5.6,0,0,-0.01513,0.04118,-0.00242,0.00018,-0.00003,0.00002
5.6,1,0,-0.00074,0.04325,-0.00129,0,-0.00003,0.00001
5.6,2,0,0.01634,0.04349,-0.00054,0,-0.00003,0.00001
5.6,5,0,0.06746,0.04578,0.00144,-0.00001,-0.00007,0.00002
5.6,8,0,0.12764,0.05793,0.00337,0.00004,-0.00002,0.00001
5.6,10,0,0.17172,0.07155,0.00463,-0.00003,-0.00009,0.00002
5.6,12,0,0.21912,0.08966,0.00559,-0.00006,-0.0001,0.00003
5.6,15,0,0.29714,0.12559,0.00687,-0.00005,-0.00004,0.00002
5.6,16,0,0.32462,0.14002,0.00723,-0.00021,-0.00011,0.00002
5.6,17,0,0.35295,0.15576,0.00734,-0.00003,-0.00005,0
5.6,18,0,0.38268,0.17312,0.00738,0.00001,-0.00005,0.00002
5.6,19,0,0.41275,0.19168,0.00733,0.00013,0,0.00002
5.8,-5,0,-0.09373,0.05292,-0.00585,0.00006,-0.0001,0.00003
5.8,-5,0,-0.09379,0.05294,-0.00587,0.00008,-0.00006,0.00004
5.8,-2,0,-0.04458,0.04182,-0.00408,0.00001,-0.00009,0.00002
5.8,-2,0,-0.04461,0.04182,-0.0041,0.00002,-0.00009,0.00002
5.8,0,0,-0.0154,0.04053,-0.00245,0.00023,-0.00004,0.00002
5.8,0,0,-0.01534,0.0406,-0.0024,0.00026,-0.00001,0.00002
5.8,1,0,-0.00096,0.04074,-0.00152,0.00018,-0.00001,0.00002
5.8,2,0,0.01458,0.0409,-0.00064,0.00009,-0.00011,0.00003
5.8,2,0,0.01463,0.04088,-0.00064,0.00008,-0.00013,0.00003
5.8,5,0,0.06537,0.04516,0.00156,0.00009,-0.00007,0.00002
5.8,8,0,0.12456,0.05721,0.00357,-0.00002,-0.00004,0.00001
5.8,8,0,0.12463,0.05723,0.00358,-0.00004,-0.00006,0.00002
5.8,10,0,0.16776,0.07084,0.00476,-0.00006,-0.0001,0.00002
5.8,10,0,0.16784,0.07085,0.00478,-0.00006,-0.00009,0.00001
5.8,12,0,0.21475,0.08879,0.00568,-0.00017,-0.00012,0.00002
5.8,12,0,0.21465,0.08878,0.00565,-0.0001,-0.0001,0.00003
5.8,15,0,0.29182,0.12422,0.00722,-0.00001,-0.00002,0.00002
5.8,15,0,0.29172,0.12419,0.00717,0.00007,-0.00001,0.00002
5.8,16,0,0.31934,0.13864,0.00746,-0.00001,-0.00005,0.00001
5.8,16,0,0.31922,0.1386,0.00744,-0.00001,-0.00006,0.00001
5.8,17,0,0.34779,0.15432,0.00753,-0.00022,-0.0001,0.00001
5.8,18,0,0.37677,0.17127,0.00776,0.00008,-0.00003,0.00002
5.8,18,0,0.37697,0.17134,0.00778,-0.00002,-0.00006,0.00001
5.8,19,0,0.40668,0.18976,0.008,-0.00003,-0.00002,0.00004
5.8,19,0,0.40675,0.18979,0.00802,-0.00007,-0.00003,0.00003
5.8,20,0,0.4369,0.20945,0.0079,-0.00007,-0.00002,0.00002
5.8,20,0,0.43685,0.20943,0.00789,-0.00011,-0.00004,0.00002
5.8,21,0,0.46784,0.23063,0.0078,-0.00013,-0.00007,0.00005
5.8,21,0,0.46833,0.23085,0.00789,-0.00014,-0.00008,0.00003
5.8,22,0,0.49996,0.25379,0.00751,0.00001,0.00001,0.00004
5.8,23,0,0.53291,0.27853,0.00697,-0.00017,-0.00011,0.00003
5.8,24,0,0.56632,0.30485,0.00618,0.00028,0.00013,0.00003
5.8,25,0,0.60067,0.33313,0.0054,-0.00012,-0.00005,0.00001
5.8,26,0,0.63464,0.36297,0.00451,-0.00007,-0.00009,0.00002
5.8,27,0,0.66869,0.39448,0.00362,-0.00019,-0.00013,0.00003
5.8,28,0,0.70246,0.42761,0.00252,-0.00019,-0.00012,0.00001
5.8,29,0,0.73647,0.46261,0.00105,-0.00029,-0.00011,0.00005
5.8,30,0,0.77079,0.49968,-0.00008,0.00004,0.00011,0.00006
6,-5,0,-0.09206,0.05239,-0.00583,0.00009,-0.00009,0.00002
6,-2,0,-0.04408,0.04122,-0.00414,0.00006,-0.00008,0.00001
6,0,0,-0.01542,0.03993,-0.00239,0.0002,-0.00003,0.00002
6,1,0,-0.00142,0.04024,-0.00144,0.00019,0,0.00001
6,2,0,0.0137,0.04041,-0.00057,0.00013,-0.00011,0.00002
6,5,0,0.06359,0.04454,0.00169,0,-0.0001,0.00002
6,8,0,0.12141,0.05657,0.00369,-0.00006,-0.00008,0.00002
6,10,0,0.16412,0.07015,0.00484,-0.00003,-0.00008,0.00002
6,12,0,0.21054,0.08795,0.00585,-0.00007,-0.00008,0.00003
6,15,0,0.28714,0.12312,0.00743,0.00001,-0.00003,0.00001
6,16,0,0.31416,0.13725,0.00757,-0.00018,-0.00004,0.00001
6,17,0,0.34214,0.15266,0.00781,-0.00001,-0.00002,0.00001
6,18,0,0.37102,0.16948,0.0079,-0.00013,-0.00006,0.00002
6,19,0,0.40076,0.18768,0.00824,-0.00009,-0.00007,0.00003
6,20,0,0.43081,0.20733,0.00821,0.00002,-0.00002,0.00002
6,21,0,0.46187,0.22857,0.00808,-0.00015,-0.00003,0.00003
6,22,0,0.49458,0.25161,0.00768,-0.00026,-0.00011,0.00003
6,23,0,0.52783,0.27619,0.00702,-0.00014,-0.00007,0.00004
6,24,0,0.56145,0.30256,0.00631,0.00016,0.00002,0.00004
6,25,0,0.59494,0.3303,0.0054,0.00006,-0.00002,0.00005
6,26,0,0.62987,0.3606,0.00477,-0.00023,-0.00017,0.00004
6,27,0,0.66362,0.39185,0.00361,0.00021,0.00006,0.00005
6,28,0,0.69781,0.42495,0.00253,-0.00007,-0.00003,0.00004
6,29,0,0.73136,0.45934,0.0012,-0.00006,0.00001,0.00006
6,30,0,0.76713,0.49718,0.00037,-0.00022,-0.00006,0.00008
1.2,-5,0.5,-0.25192,0.09868,0.00786,-0.00814,0.00068,-0.00004
1.2,10,0.5,0.60697,0.18593,-0.05587,-0.00317,-0.00019,-0.00074
1.2,12,0.5,0.72268,0.23041,-0.06321,-0.00245,-0.00049,-0.00068
1.2,15,0.5,0.89,0.31166,-0.07269,-0.00112,-0.00099,-0.00064
1.2,17,0.5,0.99241,0.37351,-0.07705,0.00013,-0.00109,-0.00063
1.2,18,0.5,1.04119,0.40661,-0.07912,0.0007,-0.00117,-0.00061
1.2,20,0.5,1.1349,0.47929,-0.08215,0.00209,-0.00129,-0.00065
1.2,22,0.5,1.21818,0.557,-0.08316,0.00191,-0.0016,-0.00068
1.2,24,0.5,1.29246,0.63892,-0.08147,0.00293,-0.00181,-0.00062
1.2,28,0.5,1.42287,0.81872,-0.07309,0.00634,-0.00232,-0.00063
1.2,30,0.5,1.48685,0.91985,-0.06827,0.00494,-0.00235,-0.00059
1.4,-5,0.5,-0.21455,0.09495,0.00172,-0.00805,0.00054,0.00002
1.4,-2,0.5,-0.06954,0.08097,-0.00821,-0.00716,0.00028,-0.00005
1.4,0,0.5,0.77107,0.48411,0.00026,-0.02715,-0.00524,-0.0015
1.4,2,0.5,0.12046,0.08296,-0.02038,-0.00582,0.00006,-0.00031
1.4,5,0.5,0.80416,0.52152,-0.00059,-0.02771,-0.00533,-0.00159
1.4,8,0.5,0.423,0.13522,-0.0389,-0.00396,-0.00029,-0.00052
1.4,10,0.5,0.52559,0.16675,-0.04452,-0.00333,-0.00056,-0.00051
1.4,12,0.5,0.6269,0.20481,-0.04984,-0.00254,-0.00075,-0.00055
1.4,15,0.5,0.77861,0.2753,-0.05736,-0.00119,-0.00102,-0.00046
1.4,17,0.5,0.87713,0.33199,-0.06128,-0.00049,-0.00123,-0.00044
1.4,18,0.5,0.92598,0.36374,-0.06315,-0.00004,-0.00129,-0.00041
1.4,20,0.5,1.02106,0.43274,-0.06514,0.00062,-0.00161,-0.00049
1.4,22,0.5,1.11069,0.50744,-0.06577,0.00116,-0.00172,-0.00054
1.4,24,0.5,1.19744,0.58976,-0.06472,0.00244,-0.00193,-0.00055
1.4,25,0.5,1.23923,0.63363,-0.06342,0.00225,-0.00187,-0.00052
1.4,26,0.5,1.27944,0.67914,-0.06319,0.00349,-0.00185,-0.00046
1.4,28,0.5,1.35903,0.77799,-0.06193,0.00194,-0.00198,-0.00034
1.4,30,0.5,1.43137,0.88336,-0.06034,-0.00002,-0.00235,-0.00018
1.6,-5,0.5,-0.19352,0.09072,-0.00132,-0.00797,0.00036,0
1.6,-2,0.5,-0.06777,0.07794,-0.00814,-0.0067,0.00018,-0.00006
1.6,0,0.5,0.01419,0.07674,-0.01208,-0.00618,0.00013,-0.00014
1.6,2,0.5,0.09908,0.08,-0.01627,-0.00565,-0.00005,-0.00022
1.6,5,0.5,0.23085,0.09568,-0.02266,-0.00476,-0.00017,-0.00034
1.6,8,0.5,0.36676,0.12442,-0.0291,-0.00278,-0.00038,-0.00044
1.6,10,0.5,0.45866,0.15152,-0.03299,-0.00203,-0.00059,-0.00044
1.6,12,0.5,0.55019,0.18498,-0.03675,-0.00099,-0.00079,-0.00047
1.6,15,0.5,0.68688,0.24835,-0.04092,0.0004,-0.00116,-0.00042
1.6,17,0.5,0.77727,0.29976,-0.04233,0.00117,-0.00139,-0.00041
1.6,18,0.5,0.82089,0.32764,-0.04297,0.00161,-0.00149,-0.00043
1.6,20,0.5,0.91015,0.39033,-0.04368,0.00249,-0.00168,-0.00044
1.6,22,0.5,0.99646,0.45987,-0.04338,0.00402,-0.0017,-0.00046
1.6,24,0.5,1.08144,0.53759,-0.04329,0.00371,-0.00176,-0.00045
1.6,25,0.5,1.12312,0.57951,-0.04298,0.00436,-0.00177,-0.00046
1.6,26,0.5,1.16442,0.62344,-0.0432,0.00409,-0.0018,-0.00038
1.6,28,0.5,1.2481,0.71895,-0.04411,0.00601,-0.00186,-0.00029
1.6,30,0.5,1.32636,0.82121,-0.0464,0.00565,-0.00199,-0.00026
1.8,-5,0.5,-0.18031,0.08667,-0.00248,-0.00702,0.00026,0.00002
1.8,-2,0.5,-0.06711,0.07415,-0.00726,-0.00601,0.00014,-0.00005
1.8,0,0.5,0.00667,0.0727,-0.01002,-0.00554,0.00002,-0.00013
1.8,2,0.5,0.08385,0.07497,-0.01295,-0.00521,-0.00013,-0.00021
1.8,5,0.5,0.20386,0.08889,-0.01772,-0.00431,-0.0002,-0.00031
1.8,8,0.5,0.32846,0.11546,-0.02249,-0.0034,-0.0004,-0.00042
1.8,10,0.5,0.4125,0.14029,-0.02521,-0.00279,-0.00055,-0.00041
1.8,12,0.5,0.49808,0.17149,-0.02746,-0.00214,-0.00081,-0.0004
1.8,15,0.5,0.62543,0.22949,-0.02967,-0.00099,-0.00105,-0.00039
1.8,17,0.5,0.70984,0.27741,-0.03009,-0.00004,-0.00132,-0.00038
1.8,18,0.5,0.75118,0.30361,-0.03021,0.00035,-0.00137,-0.00038
1.8,20,0.5,0.83432,0.36205,-0.03031,0.00121,-0.0015,-0.00038
1.8,22,0.5,0.91469,0.42718,-0.02989,0.00173,-0.00175,-0.00043
1.8,24,0.5,0.99431,0.50001,-0.02893,0.00236,-0.00184,-0.00043
1.8,25,0.5,1.03321,0.53901,-0.02844,0.0031,-0.00175,-0.00039
1.8,26,0.5,1.07126,0.5795,-0.02826,0.00335,-0.00168,-0.00037
1.8,28,0.5,1.14499,0.66504,-0.02783,0.00322,-0.0018,-0.0004
1.8,30,0.5,1.21398,0.7557,-0.02808,0.00282,-0.00201,-0.00038
2,-5,0.5,-0.17016,0.08364,-0.0031,-0.00655,-0.00004,0.00007
2,-2,0.5,-0.06644,0.07168,-0.00668,-0.00556,-0.00008,0
2,0,0.5,0.0015,0.06941,-0.00854,-0.00528,-0.00021,-0.00008
2,2,0.5,0.07256,0.07119,-0.01059,-0.00508,-0.00024,-0.00016
2,5,0.5,0.18406,0.08319,-0.01409,-0.00432,-0.00028,-0.00027
2,8,0.5,0.29955,0.10732,-0.01757,-0.00379,-0.00046,-0.00034
2,10,0.5,0.37804,0.13011,-0.0195,-0.00319,-0.00049,-0.00033
2,12,0.5,0.45733,0.15898,-0.02086,-0.00279,-0.00067,-0.00033
2,15,0.5,0.57716,0.21523,-0.02162,-0.00198,-0.00098,-0.00034
2,17,0.5,0.65648,0.26069,-0.02146,-0.00099,-0.00119,-0.00032
2,18,0.5,0.69552,0.28512,-0.0215,-0.00052,-0.00119,-0.00031
2,20,0.5,0.77398,0.33905,-0.02089,-0.0001,-0.00146,-0.0003
2,22,0.5,0.85198,0.40142,-0.02028,0.0009,-0.0016,-0.0003
2,24,0.5,0.92729,0.46997,-0.01937,0.00151,-0.00161,-0.0003
2,25,0.5,0.96414,0.50667,-0.01897,0.00101,-0.00184,-0.0003
2,26,0.5,0.99958,0.54426,-0.01875,0.0018,-0.00173,-0.00032
2,28,0.5,1.06918,0.62439,-0.0185,0.0016,-0.00195,-0.00031
2,30,0.5,1.13571,0.71091,-0.01835,0.00193,-0.00181,-0.00036
3,-5,0.5,-0.13739,0.07058,-0.0043,-0.00569,-0.00034,0.00007
3,-2,0.5,-0.06135,0.05947,-0.00399,-0.00489,-0.00037,0.00003
3,0,0.5,-0.01073,0.05661,-0.00411,-0.00463,-0.00041,0
3,2,0.5,0.04198,0.05695,-0.00446,-0.00447,-0.00049,-0.00002
3,5,0.5,0.12527,0.06445,-0.0048,-0.00411,-0.00054,-0.00004
3,8,0.5,0.21256,0.08165,-0.00445,-0.00417,-0.00066,-0.00005
3,10,0.5,0.27207,0.099,-0.00366,-0.00406,-0.0007,-0.00007
3,12,0.5,0.33344,0.12146,-0.00252,-0.00375,-0.00077,-0.0001
3,15,0.5,0.42788,0.16539,-0.00101,-0.00339,-0.0009,-0.00019
3,17,0.5,0.49337,0.20217,0.00008,-0.00287,-0.00101,-0.00023
3,18,0.5,-0.25111,0.10193,0.00744,-0.04364,0.00441,0.00004
3,20,0.5,0.5944,0.26879,0.00086,-0.00285,-0.0013,-0.00031
3,22,0.5,-0.07837,0.08527,-0.0072,-0.03901,0.00338,-0.00068
3,24,0.5,0.73247,0.38007,-0.00052,-0.00199,-0.0015,-0.00026
3,25,0.5,0.03239,0.08434,-0.01593,-0.03535,0.00266,-0.00165
3,26,0.5,0.80151,0.44542,-0.00254,-0.00143,-0.0016,-0.00024
3,28,0.5,0.0879,0.08598,-0.01995,-0.03334,0.00229,-0.0021
3,30,0.5,0.92991,0.59227,-0.00461,-0.00137,-0.00137,-0.00073
3.2,-5,0.5,-0.13222,0.0684,-0.00465,-0.00551,-0.00041,0.00009
3.2,-2,0.5,-0.05982,0.05734,-0.00393,-0.00487,-0.00041,0.00003
3.2,0,0.5,-0.01177,0.0546,-0.00388,-0.0046,-0.00048,0.00001
3.2,2,0.5,0.0385,0.05482,-0.00385,-0.00457,-0.00054,0
3.2,5,0.5,0.11757,0.06182,-0.00367,-0.00417,-0.00053,-0.00001
3.2,8,0.5,0.20113,0.07832,-0.00296,-0.00428,-0.00069,-0.00002
3.2,10,0.5,0.25896,0.09507,-0.00193,-0.00402,-0.00074,-0.00005
3.2,12,0.5,0.3185,0.11691,-0.00084,-0.00381,-0.00078,-0.00012
3.2,15,0.5,0.41266,0.16019,0.00039,-0.00317,-0.00089,-0.00018
3.2,17,0.5,0.47805,0.19644,0.001,-0.00306,-0.00109,-0.00022
3.4,22,0.5,0.6251,0.30437,0.00161,-0.00244,-0.00138,-0.00029
3.4,24,0.5,0.6929,0.36125,0.00062,-0.00187,-0.00136,-0.00031
3.4,25,0.5,0.72777,0.39248,-0.00056,-0.00197,-0.00146,-0.00034
3.4,26,0.5,0.76335,0.42581,-0.00165,-0.00224,-0.00141,-0.00033
3.4,28,0.5,0.83158,0.49649,-0.00403,-0.00237,-0.0012,-0.00041
3.4,30,0.5,0.89704,0.57296,-0.00629,-0.00188,-0.00131,-0.00042
3.6,-5,0.5,-0.12327,0.06459,-0.00514,-0.00518,-0.00052,0.00012
3.6,-2,0.5,-0.05676,0.05377,-0.00398,-0.00466,-0.00048,0.00007
3.6,0,0.5,-0.01287,0.05108,-0.00344,-0.0044,-0.00044,0.00005
3.6,2,0.5,0.03277,0.05131,-0.00294,-0.00448,-0.00054,0.00002
3.6,5,0.5,0.10502,0.05757,-0.0021,-0.00433,-0.00059,0.00001
3.6,8,0.5,0.18265,0.07276,-0.00093,-0.00414,-0.00061,-0.00002
3.6,10,0.5,0.2376,0.0885,0.0002,-0.00416,-0.00074,-0.00005
3.6,12,0.5,0.29532,0.10939,0.001,-0.00374,-0.00077,-0.0001
3.6,15,0.5,0.3858,0.15083,0.00192,-0.00314,-0.00095,-0.00016
3.6,17,0.5,0.44707,0.18515,0.00267,-0.00335,-0.00115,-0.00017
3.6,18,0.5,0.47792,0.20427,0.00272,-0.00306,-0.00123,-0.00016
3.6,20,0.5,0.54206,0.24725,0.00302,-0.00268,-0.00124,-0.00018
3.6,22,0.5,0.60903,0.29696,0.00214,-0.00245,-0.00123,-0.0003
3.6,24,0.5,0.67738,0.35354,0.00049,-0.00252,-0.00133,-0.0003
3.6,25,0.5,0.71016,0.38367,-0.00044,-0.00253,-0.00121,-0.00032
3.6,26,0.5,0.74372,0.41583,-0.00122,-0.00264,-0.00125,-0.00034
3.6,28,0.5,0.81084,0.48545,-0.00309,-0.0023,-0.00123,-0.00038
3.8,-5,0.5,-0.11905,0.06291,-0.00517,-0.00499,-0.00051,0.00013
3.8,0,0.5,-0.01323,0.04962,-0.00323,-0.00445,-0.00051,0.00006
3.8,5,0.5,0.09974,0.0558,-0.00154,-0.0043,-0.00061,0.00004
3.8,8,0.5,0.17453,0.07033,-0.00015,-0.00409,-0.0006,-0.00001
3.8,12,0.5,0.2845,0.1061,0.00188,-0.00371,-0.00081,-0.00011
3.8,17,0.5,0.43212,0.17987,0.00385,-0.00311,-0.00111,-0.00017
3.8,20,0.5,0.52715,0.24102,0.00344,-0.00278,-0.00117,-0.00022
3.8,22,0.5,0.59276,0.28991,0.00243,-0.00283,-0.00121,-0.00031
3.8,24,0.5,0.65886,0.34521,0.00151,-0.00292,-0.00121,-0.00032
3.8,25,0.5,0.69276,0.37565,0.00088,-0.00297,-0.00119,-0.0004
3.8,26,0.5,0.72653,0.40768,-0.00016,-0.00277,-0.00117,-0.00041
3.8,28,0.5,0.79461,0.47738,-0.00183,-0.00235,-0.00116,-0.00036
3.8,30,0.5,0.86092,0.55338,-0.00416,-0.00187,-0.00123,-0.00033
4,-5,0.5,-0.11548,0.06138,-0.00526,-0.00499,-0.00053,0.00012
4,-2,0.5,-0.05409,0.05092,-0.00395,-0.00455,-0.00054,0.0001
4,0,0.5,-0.01376,0.0483,-0.00305,-0.00435,-0.00055,0.00007
4,2,0.5,0.02804,0.04838,-0.00229,-0.00431,-0.0005,0.00005
4,5,0.5,0.0949,0.0541,-0.00095,-0.0042,-0.00055,0.00004
4,8,0.5,0.16709,0.06826,0.00061,-0.00412,-0.00064,-0.00001
4,10,0.5,0.21903,0.08313,0.00165,-0.00396,-0.00069,-0.00007
4,12,0.5,0.27416,0.10309,0.00254,-0.00366,-0.00078,-0.00012
4,15,0.5,0.35889,0.14227,0.00415,-0.00333,-0.00097,-0.00014
4,17,0.5,0.41857,0.17506,0.00457,-0.00326,-0.00102,-0.00019
4,18,0.5,0.44977,0.19386,0.00466,-0.00306,-0.00103,-0.00021
4,20,0.5,0.51321,0.23587,0.00422,-0.00307,-0.00113,-0.0003
4,22,0.5,0.57794,0.28403,0.00367,-0.0029,-0.00113,-0.00033
4,24,0.5,0.64563,0.33957,0.00215,-0.00301,-0.00112,-0.00039
4,25,0.5,0.67997,0.37003,0.00113,-0.00278,-0.0011,-0.00038
4,26,0.5,0.71443,0.40221,0.00038,-0.00274,-0.00118,-0.00033
4,28,0.5,0.78151,0.47098,-0.00161,-0.00237,-0.00117,-0.00027
4,30,0.5,0.84645,0.54566,-0.00375,-0.0021,-0.00123,-0.00028
4.2,-5,0.5,-0.11232,0.06016,-0.00547,-0.00507,-0.00056,0.00012
4.2,-2,0.5,-0.05306,0.04974,-0.00389,-0.00437,-0.00056,0.00012
4.2,0,0.5,-0.01441,0.04716,-0.00293,-0.00423,-0.00051,0.00009
4.2,2,0.5,0.02589,0.04712,-0.00198,-0.00427,-0.00053,0.00007
4.2,5,0.5,0.09011,0.05259,-0.00049,-0.0042,-0.00053,0.00004
4.2,8,0.5,0.15997,0.06629,0.00125,-0.00395,-0.00057,-0.00001
4.2,10,0.5,0.21102,0.08098,0.00235,-0.00393,-0.00071,-0.00007
4.2,12,0.5,0.26413,0.10043,0.00342,-0.00347,-0.00076,-0.00012
4.2,15,0.5,0.34757,0.1388,0.00483,-0.00334,-0.00089,-0.00018
4.2,17,0.5,0.40746,0.17155,0.00529,-0.00314,-0.00097,-0.00024
4.2,18,0.5,0.43795,0.19001,0.00526,-0.00324,-0.00105,-0.00025
4.2,20,0.5,0.50124,0.23168,0.00492,-0.00293,-0.00106,-0.00031
4.2,22,0.5,0.56785,0.28023,0.00379,-0.00304,-0.00113,-0.00033
4.2,24,0.5,0.63534,0.33538,0.00219,-0.00301,-0.00111,-0.00028
4.2,25,0.5,0.66832,0.3651,0.00136,-0.0029,-0.00114,-0.00025
4.2,26,0.5,0.70098,0.39618,0.0006,-0.00276,-0.00113,-0.00023
4.2,28,0.5,0.76722,0.4638,-0.00078,-0.00244,-0.00128,-0.00017
4.2,30,0.5,0.82968,0.53627,-0.00201,-0.00255,-0.00129,-0.00026
4.4,-5,0.5,-0.10947,0.05904,-0.00558,-0.00491,-0.00055,0.00012
4.4,-2,0.5,-0.05199,0.04859,-0.00383,-0.00444,-0.00056,0.00011
4.4,0,0.5,-0.01456,0.046,-0.00275,-0.00411,-0.00044,0.00009
4.4,2,0.5,0.02405,0.04604,-0.00168,-0.00423,-0.00051,0.00007
4.4,5,0.5,0.08576,0.05131,-0.00004,-0.00416,-0.00055,0.00004
4.4,8,0.5,0.1538,0.06468,0.00182,-0.00394,-0.0006,-0.00002
4.4,10,0.5,0.20341,0.07906,0.00294,-0.00376,-0.00065,-0.00007
4.4,12,0.5,0.25533,0.09814,0.00417,-0.00347,-0.00076,-0.00012
4.4,15,0.5,0.33817,0.1362,0.00531,-0.0033,-0.00089,-0.0002
4.4,17,0.5,0.39677,0.16826,0.00567,-0.00314,-0.00099,-0.00024
4.4,18,0.5,0.42755,0.18665,0.00562,-0.00308,-0.00102,-0.00029
4.4,20,0.5,0.49108,0.22803,0.00477,-0.00301,-0.00106,-0.00028
4.4,22,0.5,0.55737,0.2762,0.00371,-0.00306,-0.00111,-0.00023
4.4,24,0.5,0.62279,0.33024,0.00281,-0.00295,-0.00119,-0.00019
4.4,25,0.5,0.65496,0.3592,0.00216,-0.00268,-0.00109,-0.00015
4.4,26,0.5,0.68793,0.39014,0.00176,-0.00267,-0.00121,-0.00014
4.4,28,0.5,0.75322,0.45663,0.00044,-0.00254,-0.00124,-0.00019
4.4,30,0.5,0.81915,0.5304,-0.00118,-0.00285,-0.00142,-0.00029
4.6,-5,0.5,-0.10674,0.05789,-0.00569,-0.0048,-0.00052,0.00013
4.6,-2,0.5,-0.05125,0.04764,-0.00392,-0.00417,-0.00048,0.00013
4.6,0,0.5,-0.01495,0.04509,-0.00267,-0.0041,-0.00046,0.0001
4.6,2,0.5,0.02223,0.04501,-0.00151,-0.00404,-0.0004,0.00008
4.6,5,0.5,0.08185,0.05008,0.00035,-0.0042,-0.00056,0.00004
4.6,8,0.5,0.1484,0.06331,0.00227,-0.00397,-0.00061,-0.00002
4.6,10,0.5,0.19664,0.07744,0.00339,-0.00383,-0.00071,-0.00009
4.6,12,0.5,0.24761,0.09622,0.0045,-0.00363,-0.00078,-0.00011
4.6,15,0.5,0.32961,0.13382,0.00572,-0.00323,-0.00086,-0.0002
4.6,17,0.5,0.3879,0.16558,0.00588,-0.00313,-0.00093,-0.00025
4.6,18,0.5,0.41872,0.18387,0.00573,-0.00302,-0.00096,-0.00025
4.6,20,0.5,0.4825,0.22507,0.00491,-0.00298,-0.00107,-0.00021
4.6,22,0.5,0.54626,0.27207,0.00442,-0.00297,-0.00115,-0.00015
4.6,24,0.5,0.61088,0.3252,0.00394,-0.00295,-0.00125,-0.00012
4.6,25,0.5,0.64309,0.35379,0.00323,-0.00285,-0.00134,-0.00012
4.6,26,0.5,0.67719,0.38497,0.00274,-0.0026,-0.00122,-0.00016
4.6,28,0.5,0.74474,0.45199,0.00084,-0.00281,-0.00136,-0.00024
4.6,30,0.5,0.812,0.52599,-0.00086,-0.00264,-0.00135,-0.00033
4.8,-5,0.5,-0.1042,0.05691,-0.00582,-0.00488,-0.00049,0.00013
4.8,-2,0.5,-0.04954,0.04611,-0.00389,-0.0042,-0.00052,0.00012
4.8,0,0.5,-0.0153,0.04422,-0.00262,-0.00403,-0.00051,0.00011
4.8,2,0.5,0.02055,0.04415,-0.00134,-0.00401,-0.00041,0.00007
4.8,5,0.5,0.07833,0.0491,0.00073,-0.00402,-0.00051,0.00004
4.8,8,0.5,0.14327,0.06203,0.00261,-0.00385,-0.00057,-0.00004
4.8,10,0.5,0.19058,0.07594,0.00378,-0.0037,-0.00065,-0.00006
4.8,12,0.5,0.24112,0.09455,0.00484,-0.00359,-0.00075,-0.00013
4.8,15,0.5,0.32168,0.13161,0.00599,-0.00326,-0.00083,-0.00023
4.8,17,0.5,0.38032,0.16337,0.00617,-0.0031,-0.00089,-0.00023
4.8,18,0.5,0.41106,0.18154,0.00595,-0.00308,-0.00098,-0.00023
4.8,20,0.5,0.47291,0.22189,0.00555,-0.00301,-0.00107,-0.00013
4.8,22,0.5,0.53599,0.26823,0.0055,-0.00299,-0.00114,-0.0001
4.8,24,0.5,0.6016,0.32105,0.00456,-0.0031,-0.00127,-0.00014
4.8,25,0.5,0.63507,0.35,0.00361,-0.00296,-0.00136,-0.00021
4.8,26,0.5,0.66903,0.38078,0.00289,-0.00299,-0.00125,-0.00018
4.8,28,0.5,0.73814,0.44815,0.0011,-0.003,-0.00136,-0.00026
4.8,30,0.5,0.80326,0.52052,-0.00092,-0.00267,-0.00133,-0.00034
5,-5,0.5,-0.10183,0.05599,-0.0059,-0.00475,-0.00051,0.00015
5,-2,0.5,-0.04769,0.04478,-0.00412,-0.0043,-0.00055,0.00012
5,0,0.5,-0.01559,0.04346,-0.00253,-0.00412,-0.00051,0.00011
5,2,0.5,0.01904,0.04336,-0.00117,-0.00394,-0.00043,0.00008
5,5,0.5,0.07505,0.0482,0.00098,-0.00397,-0.0005,0.00004
